آغا شاعر قزلباش 	/poets/agha-shayar-qazalbash?lang=ur
آغا شاعر 	/poets/aghaa-shair?lang=ur
آغاز برنی 	/poets/aghaz-barni?lang=ur
آغاز بلڈانوی 	/poets/aghaz-buldhanwi?lang=ur
احمد علی برقی اعظمی 	/poets/ahmad-ali-barqi-azmi?lang=ur
احمد علوی 	/poets/ahmad-alvi?lang=ur
احمد اشفاق 	/poets/ahmad-ashfaq?lang=ur
احمد عطا 	/poets/ahmad-ata?lang=ur
احمد آزاد  	/poets/ahmad-azad?lang=ur
احمد عظیم 	/poets/ahmad-azeem?lang=ur
احمد عظیم آبادی 	/poets/ahmad-azimabadi?lang=ur
احمد فاخر 	/poets/ahmad-fakhir?lang=ur
احمد فقیہ 	/poets/ahmad-faqih?lang=ur
احمد فراز 	/poets/ahmad-faraz?lang=ur
احمد فرید 	/poets/ahmad-fareed?lang=ur
احمد فرہاد 	/poets/ahmad-farhad?lang=ur
احمد ہمدانی 	/poets/ahmad-hamdani?lang=ur
احمد ہمیش 	/poets/ahmad-hamesh?lang=ur
احمد حسین مائل 	/poets/ahmad-husain-mail?lang=ur
احمد حسین مجاہد 	/poets/ahmad-husain-mujahid?lang=ur
احمد جہانگیر 	/poets/ahmad-jahangeer?lang=ur
احمد جاوید 	/poets/ahmad-javed?lang=ur
احمد کمال حشمی 	/poets/ahmad-kamal-hashmi?lang=ur
احمد کمال پروازی 	/poets/ahmad-kamal-parwazi?lang=ur
احمد کامران 	/poets/ahmad-kamran?lang=ur
احمد خیال 	/poets/ahmad-khayal?lang=ur
احمد لطیف 	/poets/ahmad-lateef?lang=ur
احمد محفوظ 	/poets/ahmad-mahfuz?lang=ur
احمد معصوم 	/poets/ahmad-masoom?lang=ur
احمد مشتاق 	/poets/ahmad-mushtaq?lang=ur
احمد ندیم قاسمی 	/poets/ahmad-nadeem-qasmi?lang=ur
احمد راہی 	/poets/ahmad-rahi?lang=ur
احمد رضی بچھرایونی 	/poets/ahmad-razi-bachhrayuni?lang=ur
احمد ریاض 	/poets/ahmad-riyaz?lang=ur
احمد رضوان 	/poets/ahmad-rizwan?lang=ur
احمد صغیر صدیقی 	/poets/ahmad-sagheer-siddiqui?lang=ur
احمد سجاد بابر 	/poets/ahmad-sajjad-babar?lang=ur
احمد سلمان 	/poets/ahmad-salman?lang=ur
احمد شاہد خاں 	/poets/ahmad-shahid-khan?lang=ur
احمد شہریار 	/poets/ahmad-shahryar?lang=ur
احمد شناس 	/poets/ahmad-shanas?lang=ur
احمد سوز 	/poets/ahmad-soz?lang=ur
احمد تنویر 	/poets/ahmad-tanvir?lang=ur
احمد وحید اختر 	/poets/ahmad-waheed-akhtar?lang=ur
احمد وصی 	/poets/ahmad-wasi?lang=ur
احمد ظفر 	/poets/ahmad-zafar?lang=ur
احمد ضیا 	/poets/ahmad-ziya?lang=ur
احمق پھپھوندوی 	/poets/ahmaq-phaphoondvi?lang=ur
احمد عطاء اللہ 	/poets/ahmed-ataullah?lang=ur
احمد نثار 	/poets/ahmed-nisar?lang=ur
احمد شمیم 	/poets/ahmed-shamim?lang=ur
احسن احمد اشک 	/poets/ahsan-ahmad-ashk?lang=ur
احسن امام احسن 	/poets/ahsan-imam-ahsan?lang=ur
احسن لکھنوی 	/poets/ahsan-lakhnavi?lang=ur
احسن مارہروی 	/poets/ahsan-marahravi?lang=ur
احسن رضوی داناپوری 	/poets/ahsan-rizvi-danapuri?lang=ur
احسن سلیم 	/poets/ahsan-saleem?lang=ur
احسن شفیق 	/poets/ahsan-shafiq?lang=ur
احسن یوسف زئی 	/poets/ahsan-yusuf-zai?lang=ur
عین عرفان 	/poets/ain-irfan?lang=ur
عین رشید 	/poets/ain-rashid?lang=ur
عین سلام 	/poets/ain-salam?lang=ur
عین تابش 	/poets/ain-tabish?lang=ur
عین الدین عازم 	/poets/ainuddin-azim?lang=ur
عیش برنی 	/poets/aish-barni?lang=ur
عیش دہلوی 	/poets/aish-dehlvi?lang=ur
اجے سحاب 	/poets/ajay-sahaab?lang=ur
اجیت کمار دل 	/poets/ajeet-kumar-dil?lang=ur
اجیت سنگھ حسرت 	/poets/ajeet-singh-hasrat?lang=ur
عاجز کمال رانا  new	/poets/ajiz-kamaal-rana?lang=ur
عاجز ماتوی 	/poets/ajiz-matvi?lang=ur
اجمل اجملی 	/poets/ajmal-ajmali?lang=ur
اجمل صدیقی 	/poets/ajmal-siddiqi?lang=ur
اجمل سراج 	/poets/ajmal-siraj?lang=ur
اکبر علی خان عرشی زادہ 	/poets/akbar-ali-khan-arshi-zadah?lang=ur
اکبر الہ آبادی 	/poets/akbar-allahabadi?lang=ur
 اکبر حیدری 	/poets/akbar-haidri?lang=ur
اکبر حمیدی 	/poets/akbar-hameedi?lang=ur
اکبر حسین موہانی عبرت 	/poets/akbar-husain-mohani-ibrat?lang=ur
اکبر حیدرآبادی 	/poets/akbar-hyderabadi?lang=ur
اکبر کاظمی 	/poets/akbar-kazmi?lang=ur
اکبر معصوم 	/poets/akbar-masoom?lang=ur
اخگر مشتاق رحیم آبادی 	/poets/akhgar-mushtaq-raheem-aabadi?lang=ur
اکھلیش تیواری 	/poets/akhilesh-tiwari?lang=ur
اخلاق عاطف 	/poets/akhlaq-aatif?lang=ur
اخلاق احمد آہن 	/poets/akhlaq-ahmad-ahan?lang=ur
اخلاق بندوی 	/poets/akhlaque-bandvi?lang=ur
اختر علی اختر 	/poets/ali-akhtar-akhtar?lang=ur
اختر امان 	/poets/akhtar-amaan?lang=ur
اختر انصاری 	/poets/akhtar-ansari?lang=ur
اختر انصاری اکبرآبادی 	/poets/akhtar-ansari-akbarabadi?lang=ur
اختر آزاد 	/poets/akhtar-azad-1?lang=ur
اختر بستوی 	/poets/akhtar-bastavi?lang=ur
اختر فیروز 	/poets/akhtar-feroz?lang=ur
اختر ہاشمی 	/poets/akhtar-hashmi?lang=ur
اختر ہوشیارپوری 	/poets/akhtar-hoshiyarpuri?lang=ur
اختر حسین جعفری 	/poets/akhtar-husain-jafri?lang=ur
اختر امام رضوی 	/poets/akhtar-imam-rizvi?lang=ur
اختر لکھنوی 	/poets/akhtar-lakhnvi?lang=ur
اختر ملک 	/poets/akhtar-malik?lang=ur
اختر مسلمی 	/poets/akhtar-muslimi?lang=ur
اختر نظمی 	/poets/akhtar-nazmi?lang=ur
